case_id,canonical_source_group,raw_shape,finite_ok,label_range_ok,label_min_ns,label_max_ns,visible_fraction_ge_0_60,strong_fraction_ge_0_80,median_envelope_support,median_signed_support,median_abs_peak_offset_ns,p90_abs_peak_offset_ns,median_local_contrast,soft_center_offset_median_ns,soft_center_offset_p90_abs_ns,soft_target_semantics,curve_training_contract_ok,visible_mask_center_offset_median_ns,visible_mask_center_offset_p90_abs_ns,automatic_signal_grade,raw_sha256,label_sha256,canonical_case_path,case_local_scene_world,case_local_design_metrics,case_local_gprmax_input,paired_component_truth,physical_copy_count,duplicate_case_paths,historic_visual_decision,historic_local_review_trace_range,label_semantic_decision,development_decision,line9_conditioned,formal_training_allowed,formal_decision,negative_semantics
B003_SHALLOW_DISTRACTOR_009,batch3,5937x128,True,True,360.2928771972656,386.7204284667969,1.0,1.0,1.0,1.0,0.9260711669921875,2.7362579345703124,6.3146780688838025,-0.05270690917981824,0.6371130371093102,VISIBLE_PHASE_CENTERED,True,-0.05270690917970455,0.6371130371093727,SUPPORTED,f0069f535dfc352894e9f2a0306135fd0dcc0db86c7f0bced71dba82b9314ecf,102add85e7d7762b7f2a907500dd4a084f98a75e15df3251099681ee47e030e9,data\PGDA_SYNTH_DATASET_V1\03_runs\BATCH_003_SHALLOW_GENERALIZATION_24CASES_V3_AUDITED_20260704\B003_SHALLOW_DISTRACTOR_009,False,False,False,False,1,data\PGDA_SYNTH_DATASET_V1\03_runs\BATCH_003_SHALLOW_GENERALIZATION_24CASES_V3_AUDITED_20260704\B003_SHALLOW_DISTRACTOR_009,VISUAL_PASS,,VISIBLE_PHASE_DISTRIBUTION_OK,DEVELOPMENT_ONLY_SIGNAL_SUPPORTED,True,False,EXCLUDE_LINE9_HOLDOUT,not_a_negative_sample
B003_SHALLOW_DISTRACTOR_010,batch3,5937x128,True,True,374.3987121582031,389.2139892578125,1.0,1.0,1.0,1.0,1.76763916015625,3.18802490234375,5.521431788156698,0.05448913574207381,0.6258154296873102,VISIBLE_PHASE_CENTERED,True,0.05448913574215908,0.6258154296874807,SUPPORTED,657a4eb7de9e4178c284c649966914c81b034188a0411b2662dc158ef57c89e6,604922f1c08e8d038fdd2dd9eb733466b7d2bca3e7af6ca83237b821a1ae780c,data\PGDA_SYNTH_DATASET_V1\03_runs\BATCH_003_SHALLOW_GENERALIZATION_24CASES_V3_AUDITED_20260704\B003_SHALLOW_DISTRACTOR_010,False,False,False,False,1,data\PGDA_SYNTH_DATASET_V1\03_runs\BATCH_003_SHALLOW_GENERALIZATION_24CASES_V3_AUDITED_20260704\B003_SHALLOW_DISTRACTOR_010,VISUAL_PASS,,VISIBLE_PHASE_DISTRIBUTION_OK,DEVELOPMENT_ONLY_SIGNAL_SUPPORTED,True,False,EXCLUDE_LINE9_HOLDOUT,not_a_negative_sample
B003_SHALLOW_DISTRACTOR_011,batch3,5937x128,True,True,402.0506286621094,437.8207092285156,1.0,1.0,1.0,1.0,1.0261383056640625,2.466778564453125,3.866374681627949,0.00620727539032373,0.629542846679567,VISIBLE_PHASE_CENTERED,True,0.006207275390607947,0.6295428466796693,SUPPORTED,281366cae56055b25533eef4c7d13f171a4a46ac4e1a037b5b200a92f6872f85,f5efc6870944547b945275ff38b1fe89fa920324cf48cb4295a68352ae0af3cd,data\PGDA_SYNTH_DATASET_V1\03_runs\BATCH_003_SHALLOW_GENERALIZATION_24CASES_V3_AUDITED_20260704\B003_SHALLOW_DISTRACTOR_011,False,False,False,False,1,data\PGDA_SYNTH_DATASET_V1\03_runs\BATCH_003_SHALLOW_GENERALIZATION_24CASES_V3_AUDITED_20260704\B003_SHALLOW_DISTRACTOR_011,VISUAL_PASS_LOW_CONTRAST,,VISIBLE_PHASE_DISTRIBUTION_OK,DEVELOPMENT_ONLY_WEAK_POSITIVE,True,False,EXCLUDE_LINE9_HOLDOUT,not_a_negative_sample
B003_SHALLOW_DISTRACTOR_012,batch3,5937x128,True,True,374.9294738769531,398.37750244140625,1.0,1.0,1.0,1.0,1.2730712890625,2.8486785888671875,5.452014166238467,0.014218139648335182,0.6516802978515841,VISIBLE_PHASE_CENTERED,True,0.014218139648420447,0.6516802978515728,SUPPORTED,43b984d65271ae6614e4a05b8016b44767d2ae3f37daf5c7091a5537d5e45c27,6640268e8902714a8bc742d6681f02e2d8aead77309e4801b8d6f8cd455bf42f,data\PGDA_SYNTH_DATASET_V1\03_runs\BATCH_003_SHALLOW_GENERALIZATION_24CASES_V3_AUDITED_20260704\B003_SHALLOW_DISTRACTOR_012,False,False,False,False,1,data\PGDA_SYNTH_DATASET_V1\03_runs\BATCH_003_SHALLOW_GENERALIZATION_24CASES_V3_AUDITED_20260704\B003_SHALLOW_DISTRACTOR_012,VISUAL_PASS_LOW_CONTRAST,,VISIBLE_PHASE_DISTRIBUTION_OK,DEVELOPMENT_ONLY_WEAK_POSITIVE,True,False,EXCLUDE_LINE9_HOLDOUT,not_a_negative_sample
LINE9_STYLE_001,batch1,5937x128,True,True,365.1678771972656,404.6121520996094,1.0,1.0,1.0,1.0,1.0062103271484375,2.629251098632812,4.4061857812958545,-6.010585830843951,6.029013292409923,GEOMETRY_TO_VISIBLE_BAND_OR_SHIFTED,False,-0.027624511718784106,0.6415167236328045,SUPPORTED,efd457c1c938b7ad8e0a52e53fe5d18770d3c57fca4c27e8915a40b66cb779cf,3a6b7bb0cf6db49b42d6a540c81013de052442b2683d41ef182df8e979cc5d46,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_STYLE_001,False,False,False,False,2,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_STYLE_001 | data\PGDA_SYNTH_DATASET_V1\05_accepted_dataset\line9_style\mixed\LINE9_STYLE_001,VISUAL_PASS,,REBUILD_VISIBLE_PHASE_DISTRIBUTION,REBUILD_LABEL_BEFORE_DEVELOPMENT,True,False,EXCLUDE_LINE9_HOLDOUT,not_a_negative_sample
LINE9_STYLE_002,batch1,5937x128,True,True,361.53173828125,397.8204650878906,1.0,1.0,1.0,1.0,0.957916259765625,2.6944000244140622,4.292326305370162,-6.011925619543831,6.029980780943214,GEOMETRY_TO_VISIBLE_BAND_OR_SHIFTED,False,-0.04802856445314774,0.5997332763671693,SUPPORTED,54c2a70e72d41c5769811a205e09122ecf99cdb54cdca80fee1b3ae2cd7cfd88,5a3a09efe8035996ff69358998f8d213d69ea6a3f2588af828a90499e09e8ef5,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_STYLE_002,False,False,False,False,2,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_STYLE_002 | data\PGDA_SYNTH_DATASET_V1\05_accepted_dataset\line9_style\mixed\LINE9_STYLE_002,VISUAL_PASS,,REBUILD_VISIBLE_PHASE_DISTRIBUTION,REBUILD_LABEL_BEFORE_DEVELOPMENT,True,False,EXCLUDE_LINE9_HOLDOUT,not_a_negative_sample
LINE9_STYLE_003,batch1,5937x128,True,True,367.80401611328125,410.4038391113281,1.0,1.0,1.0,1.0,0.9059600830078125,3.4628173828124993,4.505527249544077,-6.0151499885762405,6.030980647913827,GEOMETRY_TO_VISIBLE_BAND_OR_SHIFTED,False,0.016073608398414763,0.6168731689453124,SUPPORTED,be1799e5ee1749c0ab90de64e0aa6d44f5eb2b5e62da21c06b7f01a717ff1fed,49a6d8566b6cce14c3f637f874a9aea1747ced51f990af33beac4d2d15d40206,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_STYLE_003,False,False,False,False,2,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_STYLE_003 | data\PGDA_SYNTH_DATASET_V1\05_accepted_dataset\line9_style\mixed\LINE9_STYLE_003,VISUAL_PASS,,REBUILD_VISIBLE_PHASE_DISTRIBUTION,REBUILD_LABEL_BEFORE_DEVELOPMENT,True,False,EXCLUDE_LINE9_HOLDOUT,not_a_negative_sample
LINE9_STYLE_004,batch1,5937x128,True,True,355.1221008300781,399.2996826171875,1.0,1.0,1.0,1.0,0.897125244140625,2.5707580566406247,4.574755681535157,-6.010359612159732,6.026043155412362,GEOMETRY_TO_VISIBLE_BAND_OR_SHIFTED,False,-0.08467407226561363,0.6386834716796954,SUPPORTED,aeb6c2e0186bf48be33d6d6248f81e0f9009ac39dfbbfd5b29ec47ce3f7c6f7b,90dcaf5e85535687387913afc4ee7218b60e75c05a5f77316980a86407128a28,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_STYLE_004,False,False,False,False,2,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_STYLE_004 | data\PGDA_SYNTH_DATASET_V1\05_accepted_dataset\line9_style\mixed\LINE9_STYLE_004,VISUAL_PASS,,REBUILD_VISIBLE_PHASE_DISTRIBUTION,REBUILD_LABEL_BEFORE_DEVELOPMENT,True,False,EXCLUDE_LINE9_HOLDOUT,not_a_negative_sample
LINE9_STYLE_005,batch1,5937x128,True,True,374.2136535644531,408.92462158203125,1.0,1.0,1.0,1.0,0.9908447265625,2.675390625,3.9452305039816142,-6.015325597205305,6.02851522453638,GEOMETRY_TO_VISIBLE_BAND_OR_SHIFTED,False,0.069305419921875,0.6286718750000319,SUPPORTED,1fef1f45e7c79466ddefa85befbb304b331de5688050546cd6c1a6a0c4a87281,c0b6cead03c83c1e393a41ff24f598a11238fadc8fa4debaed223494cf6626b3,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_STYLE_005,False,False,False,False,2,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_STYLE_005 | data\PGDA_SYNTH_DATASET_V1\05_accepted_dataset\line9_style\mixed\LINE9_STYLE_005,VISUAL_PASS,,REBUILD_VISIBLE_PHASE_DISTRIBUTION,REBUILD_LABEL_BEFORE_DEVELOPMENT,True,False,EXCLUDE_LINE9_HOLDOUT,not_a_negative_sample
LINE9_STYLE_006,batch1,5937x128,True,True,364.61065673828125,409.9715576171875,1.0,1.0,1.0,1.0,0.8938751220703125,2.573553466796875,4.401877390850276,-6.010879626624785,6.028819193554329,GEOMETRY_TO_VISIBLE_BAND_OR_SHIFTED,False,0.018319702148403394,0.6454949951171954,SUPPORTED,151d92d4bdddcce25d8c35207bc15f19d8b87c410309396d83e2f3cb90df08ed,c080dc7c20540421b3ae0218ae7d10f4dcdb56157b71b06178e1c4ec7f040428,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_STYLE_006,False,False,False,False,2,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_STYLE_006 | data\PGDA_SYNTH_DATASET_V1\05_accepted_dataset\line9_style\mixed\LINE9_STYLE_006,VISUAL_PASS,,REBUILD_VISIBLE_PHASE_DISTRIBUTION,REBUILD_LABEL_BEFORE_DEVELOPMENT,True,False,EXCLUDE_LINE9_HOLDOUT,not_a_negative_sample
LINE9_STYLE_007,batch1,5937x128,True,True,363.0202941894531,400.4923400878906,1.0,0.9921875,1.0,1.0,0.915618896484375,2.639068603515625,4.195948089694831,-6.012784972516755,6.028149322813766,GEOMETRY_TO_VISIBLE_BAND_OR_SHIFTED,False,0.1015869140624659,0.6362011718749443,SUPPORTED,a4a4befb48467644d196a21c799be7f9e614da40af62aff97c089bad6458817d,1820d197980556f22b90e9f35f06640b5de4e532766c88bea0a0d2c2258d45fe,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_STYLE_007,False,False,False,False,2,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_STYLE_007 | data\PGDA_SYNTH_DATASET_V1\05_accepted_dataset\line9_style\mixed\LINE9_STYLE_007,VISUAL_PASS,,REBUILD_VISIBLE_PHASE_DISTRIBUTION,REBUILD_LABEL_BEFORE_DEVELOPMENT,True,False,EXCLUDE_LINE9_HOLDOUT,not_a_negative_sample
LINE9_STYLE_008,batch1,5937x128,True,True,370.826904296875,411.0600891113281,1.0,1.0,1.0,1.0,1.135498046875,2.7423126220703127,4.456816854692289,-6.014038886279366,6.0304896669761545,GEOMETRY_TO_VISIBLE_BAND_OR_SHIFTED,False,0.0009277343750113687,0.6179858398437659,SUPPORTED,ff076be33ea00f9d8f4d54ffe4be57a53a8f79a2a831d8ee3e1a2e3178bed87b,d12bdf5e32e7036d6bb491796e9fa7c35ecdfd1e78daf9ecb611035f30d57f12,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_STYLE_008,False,False,False,False,2,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_STYLE_008 | data\PGDA_SYNTH_DATASET_V1\05_accepted_dataset\line9_style\mixed\LINE9_STYLE_008,VISUAL_PASS,,REBUILD_VISIBLE_PHASE_DISTRIBUTION,REBUILD_LABEL_BEFORE_DEVELOPMENT,True,False,EXCLUDE_LINE9_HOLDOUT,not_a_negative_sample
LINE9_STYLE_009,batch1,5937x128,True,True,358.3154602050781,399.7319641113281,1.0,1.0,1.0,1.0,0.8343658447265625,2.253411865234375,4.440648975744782,-6.010934819060054,6.02721130774421,GEOMETRY_TO_VISIBLE_BAND_OR_SHIFTED,False,0.02301025390625,0.6678814697266148,SUPPORTED,a93e8048b3885986362ebd15e8801764d8a67008506440eda1b4a9cb4fbc11dd,22c6479e027d3f6485c7174bea297a6c52eb0b74dfc3fadea71b0694a0a8041b,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_STYLE_009,False,False,False,False,2,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_STYLE_009 | data\PGDA_SYNTH_DATASET_V1\05_accepted_dataset\line9_style\mixed\LINE9_STYLE_009,VISUAL_PASS,,REBUILD_VISIBLE_PHASE_DISTRIBUTION,REBUILD_LABEL_BEFORE_DEVELOPMENT,True,False,EXCLUDE_LINE9_HOLDOUT,not_a_negative_sample
LINE9_STYLE_010,batch1,5937x128,True,True,369.8726806640625,405.3725280761719,1.0,1.0,1.0,1.0,1.028472900390625,2.2891845703125,4.215660185415337,-6.016941118816959,6.030224116816692,GEOMETRY_TO_VISIBLE_BAND_OR_SHIFTED,False,0.07816772460938637,0.603953247070308,SUPPORTED,7e57d8d1cb26b0447a136a493d21244df1e2be229329d2ebb352756b7f3a120e,a71bacf7c3f14ef8f0bd50d5c15373cc7f76fff25b66e16f30e8f1cf02043d6b,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_STYLE_010,False,False,False,False,2,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_STYLE_010 | data\PGDA_SYNTH_DATASET_V1\05_accepted_dataset\line9_style\mixed\LINE9_STYLE_010,VISUAL_PASS,,REBUILD_VISIBLE_PHASE_DISTRIBUTION,REBUILD_LABEL_BEFORE_DEVELOPMENT,True,False,EXCLUDE_LINE9_HOLDOUT,not_a_negative_sample
LINE9_STYLE_V1_001,accepted,5937x128,True,True,364.9488220214844,407.99005126953125,0.9921875,0.96875,1.0,1.0,1.1262664794921875,4.8144073486328125,4.520486340162121,-6.54074889351665,14.735930404586515,GEOMETRY_TO_VISIBLE_BAND_OR_SHIFTED,False,-0.048526000976607975,0.6357751464843545,SUPPORTED,e7f5e1f28c5764d536e1402ccdd7461440ea0d2c454f5a88c734cdf7249bee07,649c30d169889754f19027236ae35c756b792a16c51e0436ef08070b2b95ff3c,data\PGDA_SYNTH_DATASET_V1\05_accepted_dataset\line9_style\flat\LINE9_STYLE_V1_001,True,True,False,False,1,data\PGDA_SYNTH_DATASET_V1\05_accepted_dataset\line9_style\flat\LINE9_STYLE_V1_001,VISUAL_REVIEW_LOCAL_ARTIFACT,47-52,REBUILD_VISIBLE_PHASE_DISTRIBUTION,REBUILD_LABEL_AND_LOCAL_IGNORE,True,False,EXCLUDE_LINE9_HOLDOUT,not_a_negative_sample
LINE9_TERRAIN_011,batch1,5937x128,True,True,366.6370544433594,406.0608215332031,1.0,1.0,1.0,1.0,1.20916748046875,2.5225677490234375,4.665842480546654,-6.011465282739266,6.0281742636834394,GEOMETRY_TO_VISIBLE_BAND_OR_SHIFTED,False,-0.07833251953132958,0.6349145507812466,SUPPORTED,8648865864d777f1ae3b20212e6d8d9703934d12461883bfcf56821de55a2b2c,53e96b89be610c3758f3b7065bb614f274da2effc1880b621d7520bc8c0bd1af,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_TERRAIN_011,False,False,False,False,2,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_TERRAIN_011 | data\PGDA_SYNTH_DATASET_V1\05_accepted_dataset\generic_smooth\LINE9_TERRAIN_011,VISUAL_PASS,,REBUILD_VISIBLE_PHASE_DISTRIBUTION,REBUILD_LABEL_BEFORE_DEVELOPMENT,True,False,EXCLUDE_LINE9_HOLDOUT,not_a_negative_sample
LINE9_TERRAIN_012,batch1,5937x128,True,True,361.3753356933594,403.4175720214844,1.0,1.0,1.0,1.0,0.9451141357421875,2.3717376708984377,4.572930866323356,-6.012900772359103,6.0303955191054,GEOMETRY_TO_VISIBLE_BAND_OR_SHIFTED,False,-0.04821777343755684,0.5864245605468795,SUPPORTED,9001b672c29ed6f8796e3e97b557a85e83b141e4f4b292f474d2d537ddfb5dd4,d12fa97d2ff04201953814bca12a7b4ba6c9543d9e5cef1a2e36bb2082af8a16,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_TERRAIN_012,False,False,False,False,2,data\PGDA_SYNTH_DATASET_V1\03_runs\batch_001_line9_style_12cases\LINE9_TERRAIN_012 | data\PGDA_SYNTH_DATASET_V1\05_accepted_dataset\generic_smooth\LINE9_TERRAIN_012,VISUAL_PASS,,REBUILD_VISIBLE_PHASE_DISTRIBUTION,REBUILD_LABEL_BEFORE_DEVELOPMENT,True,False,EXCLUDE_LINE9_HOLDOUT,not_a_negative_sample
